hole_id,depth_m,azimuth,dip,data_source
SYN-009,30.0,29.6,-54.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-009,60.0,30.1,-54.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-009,90.0,29.9,-54.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-009,120.0,29.0,-54.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-009,150.0,28.4,-54.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-009,180.0,27.6,-55.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-009,210.0,27.3,-55.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,0.0,237.5,-63.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,30.0,237.8,-63.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,60.0,237.0,-63.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,90.0,236.6,-64.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,120.0,237.9,-64.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,150.0,236.9,-63.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,180.0,239.4,-64.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,210.0,238.6,-63.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-010,240.0,234.8,-64.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,0.0,216.8,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,30.0,216.9,-68.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,60.0,216.6,-68.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,90.0,217.6,-68.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,120.0,218.1,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,150.0,218.0,-69.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,180.0,218.1,-67.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,210.0,216.2,-69.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,240.0,214.2,-69.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,270.0,214.0,-68.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-011,300.0,217.4,-68.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,0.0,237.6,-69.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,30.0,237.9,-69.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,60.0,237.9,-70.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,90.0,238.1,-69.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,120.0,237.7,-69.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,150.0,238.0,-69.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,180.0,236.6,-69.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,210.0,238.1,-70.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,240.0,235.2,-70.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,270.0,235.6,-69.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-012,300.0,234.7,-70.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,0.0,59.9,-64.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,30.0,60.1,-64.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,60.0,60.0,-64.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,90.0,58.9,-63.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,120.0,61.1,-63.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,150.0,59.2,-64.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,180.0,58.6,-64.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,210.0,60.7,-64.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,240.0,57.7,-64.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-013,270.0,62.6,-63.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,0.0,238.1,-70.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,30.0,237.8,-71.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,60.0,237.8,-71.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,90.0,237.2,-71.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,120.0,238.1,-70.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,150.0,238.4,-71.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,180.0,238.0,-70.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,210.0,237.4,-71.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,240.0,240.4,-69.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,270.0,241.1,-70.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-014,300.0,239.6,-70.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,0.0,39.1,-65.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,30.0,39.0,-65.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,60.0,39.4,-65.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,90.0,38.4,-64.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,120.0,39.5,-64.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,150.0,40.1,-65.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,180.0,40.9,-64.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,210.0,37.5,-64.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,240.0,40.6,-65.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-015,270.0,37.7,-65.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,0.0,232.0,-51.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,30.0,232.3,-52.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,60.0,232.0,-52.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,90.0,231.1,-52.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,120.0,233.3,-52.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,150.0,231.5,-51.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,180.0,230.8,-52.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,210.0,229.9,-52.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,240.0,231.5,-51.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-016,270.0,230.2,-52.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,0.0,226.8,-49.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,30.0,226.6,-49.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,60.0,227.4,-48.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,90.0,227.5,-49.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,120.0,226.8,-49.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,150.0,228.4,-49.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,180.0,228.0,-50.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,210.0,226.2,-49.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,240.0,225.7,-47.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,270.0,229.0,-48.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-017,300.0,228.2,-49.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,0.0,216.8,-59.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,30.0,217.0,-59.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,60.0,216.4,-59.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,90.0,215.8,-59.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,120.0,216.6,-59.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,150.0,216.6,-59.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,180.0,217.2,-60.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-018,210.0,217.5,-58.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-019,0.0,36.2,-68.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-019,30.0,36.2,-68.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-019,60.0,36.0,-68.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-019,90.0,37.0,-68.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-019,120.0,35.8,-69.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-019,150.0,37.5,-68.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,0.0,29.3,-59.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,30.0,28.9,-59.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,60.0,29.6,-59.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,90.0,30.1,-59.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,120.0,29.0,-59.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,150.0,28.8,-58.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,180.0,29.8,-59.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,210.0,29.7,-59.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,240.0,28.0,-59.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-020,270.0,26.5,-60.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,0.0,45.7,-68.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,30.0,45.9,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,60.0,45.4,-68.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,90.0,46.2,-68.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,120.0,46.8,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,150.0,44.9,-68.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,180.0,43.6,-68.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,210.0,46.3,-67.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,240.0,44.0,-69.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-021,270.0,46.4,-68.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,0.0,209.3,-65.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,30.0,209.5,-65.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,60.0,209.4,-65.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,90.0,208.7,-66.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,120.0,210.6,-65.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,150.0,209.7,-66.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-022,180.0,211.4,-65.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,0.0,238.7,-63.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,30.0,238.4,-63.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,60.0,239.2,-63.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,90.0,238.2,-64.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,120.0,237.8,-64.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,150.0,237.8,-64.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,180.0,240.8,-64.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-023,210.0,237.7,-63.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,0.0,242.1,-54.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,30.0,242.1,-54.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,60.0,242.3,-55.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,90.0,241.5,-55.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,120.0,240.7,-54.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,150.0,242.2,-55.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,180.0,240.9,-54.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,210.0,244.2,-55.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-024,240.0,240.6,-53.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,0.0,208.5,-55.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,30.0,208.4,-55.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,60.0,208.0,-55.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,90.0,209.0,-55.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,120.0,207.7,-55.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,150.0,209.2,-55.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-025,180.0,207.8,-54.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,0.0,45.6,-71.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,30.0,45.3,-71.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,60.0,44.9,-71.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,90.0,46.6,-71.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,120.0,44.3,-71.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,150.0,44.9,-71.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,180.0,47.2,-71.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,210.0,43.9,-70.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,240.0,45.1,-70.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,270.0,48.8,-71.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-026,300.0,43.2,-70.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,0.0,38.0,-71.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,30.0,37.6,-71.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,60.0,38.6,-71.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,90.0,38.1,-71.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,120.0,38.5,-71.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,150.0,37.7,-72.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,180.0,38.5,-70.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-027,210.0,35.8,-72.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,0.0,211.8,-68.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,30.0,211.8,-68.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,60.0,211.4,-68.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,90.0,211.1,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,120.0,212.8,-68.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,150.0,212.4,-68.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-028,180.0,213.7,-68.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,0.0,49.3,-63.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,30.0,49.5,-63.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,60.0,49.0,-63.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,90.0,49.3,-63.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,120.0,50.7,-63.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,150.0,48.1,-62.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-029,180.0,47.3,-62.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,0.0,227.1,-64.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,30.0,227.4,-64.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,60.0,227.6,-64.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,90.0,226.5,-65.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,120.0,226.8,-64.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,150.0,228.8,-64.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,180.0,225.8,-63.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,210.0,229.0,-65.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,240.0,228.5,-64.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,270.0,229.6,-65.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-030,300.0,226.0,-65.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,0.0,230.3,-57.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,30.0,230.1,-57.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,60.0,230.5,-58.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,90.0,230.4,-58.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,120.0,229.2,-57.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,150.0,228.5,-57.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,180.0,229.2,-58.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,210.0,230.5,-59.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-031,240.0,228.0,-56.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,0.0,37.1,-62.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,30.0,37.5,-62.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,60.0,37.3,-62.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,90.0,36.7,-62.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,120.0,36.7,-62.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,150.0,37.4,-62.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-032,180.0,37.7,-61.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,0.0,40.9,-68.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,30.0,40.7,-68.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,60.0,41.0,-68.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,90.0,41.1,-68.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,120.0,40.0,-68.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,150.0,40.0,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,180.0,41.0,-67.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-033,210.0,38.7,-68.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,0.0,207.2,-71.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,30.0,207.4,-70.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,60.0,207.2,-70.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,90.0,208.2,-71.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,120.0,207.8,-71.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,150.0,208.0,-71.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,180.0,206.4,-70.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,210.0,207.0,-70.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,240.0,208.7,-71.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,270.0,210.3,-70.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-034,300.0,204.0,-71.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,0.0,29.5,-68.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,30.0,29.8,-68.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,60.0,30.1,-68.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,90.0,29.3,-68.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,120.0,30.4,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,150.0,27.8,-69.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,180.0,27.5,-67.9,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,210.0,28.1,-68.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,240.0,28.6,-68.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,270.0,27.6,-69.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,300.0,30.9,-68.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-035,330.0,31.6,-69.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-036,0.0,43.9,-71.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-036,30.0,44.0,-71.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-036,60.0,44.6,-71.8,SYNTHETIC_FABRICATED_NOT_REAL
